Fecha,Codigo Local,Tipo Venta,Codigo Division,Nombre Division,Codigo Area,Nombre Area,Venta Neta,Venta Neta DA,Venta Neta FA,Venta Unidad,Venta Unidad DA,Venta Unidad FA
2026-06-05 00:00:00,P109,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,22.80,5.85,0.00,1.00,1.00
2026-06-05 00:00:00,P109,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,6.86,43.74,18.45,2.00,5.75,2.45
2026-06-05 00:00:00,P109,Delivery,D3,NON FOOD,A13,BAZAR,14.06,51.61,5.17,2.00,3.00,1.00
2026-06-05 00:00:00,P227,Delivery,D1,ABARROTES,A01,COMESTIBLES,17.29,111.96,210.84,3.00,17.00,21.00
2026-06-05 00:00:00,P227,Delivery,D1,ABARROTES,A02,BEBIDAS,13.40,135.15,273.61,2.00,13.00,31.00
2026-06-05 00:00:00,P227,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,0.00,93.57,52.70,0.00,4.00,3.00
2026-06-05 00:00:00,P227,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,10.35,153.48,139.21,1.00,13.00,12.00
2026-06-05 00:00:00,P227,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,0.00,68.22,58.61,0.00,6.00,4.60
2026-06-05 00:00:00,P227,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,0.00,99.35,77.26,0.00,23.51,13.71
2026-06-05 00:00:00,P227,Delivery,D2,FRESCOS,A07,CARNES,0.00,45.52,218.08,0.00,2.97,20.02
2026-06-05 00:00:00,P227,Delivery,D2,FRESCOS,A08,PESCADOS Y MARISCOS,0.00,35.98,0.00,0.00,2.00,0.00
2026-06-05 00:00:00,P227,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,11.94,13.99,0.00,2.00,2.00,0.00
2026-06-05 00:00:00,P227,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,0.00,2.72,12.91,0.00,0.37,3.00
2026-06-05 00:00:00,P227,Delivery,D3,NON FOOD,A13,BAZAR,0.00,6.78,37.38,0.00,1.00,2.00
2026-06-05 00:00:00,P465,Delivery,D1,ABARROTES,A01,COMESTIBLES,39.83,7.63,18.47,5.00,1.00,3.00
2026-06-05 00:00:00,P465,Delivery,D1,ABARROTES,A02,BEBIDAS,10.17,62.63,341.63,1.00,5.00,28.00
2026-06-05 00:00:00,P465,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,27.46,49.63,0.00,2.00,3.00,0.00
2026-06-05 00:00:00,P465,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,93.56,43.11,67.12,8.00,3.00,7.00
2026-06-05 00:00:00,P465,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,0.00,0.00,15.59,0.00,0.00,2.00
2026-06-05 00:00:00,P465,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,40.90,14.38,41.04,12.00,3.50,8.72
2026-06-05 00:00:00,P465,Delivery,D2,FRESCOS,A07,CARNES,22.85,36.08,33.43,2.15,3.45,3.16
2026-06-05 00:00:00,P465,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,49.49,79.83,0.00,2.00,5.00,0.00
2026-06-05 00:00:00,P465,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,2.31,11.77,0.00,0.30,1.60,0.00
2026-06-06 00:00:00,1199,Delivery,D1,ABARROTES,A01,COMESTIBLES,5.76,56.19,34.23,1.00,6.00,5.00
2026-06-06 00:00:00,1199,Delivery,D1,ABARROTES,A02,BEBIDAS,11.27,195.93,0.00,1.00,12.00,0.00
2026-06-06 00:00:00,1199,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,96.36,0.00,42.96,4.00,0.00,7.00
2026-06-06 00:00:00,1199,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,95.17,43.89,0.00,6.00,5.00,0.00
2026-06-06 00:00:00,1199,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,22.80,0.00,8.04,2.00,0.00,1.00
2026-06-06 00:00:00,1199,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,16.70,0.00,19.29,3.00,0.00,4.08
2026-06-06 00:00:00,1199,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,34.49,0.00,0.00,2.00,0.00,0.00
2026-06-06 00:00:00,1199,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,2.12,0.00,23.14,1.00,0.00,5.00
2026-06-06 00:00:00,P010,Delivery,D1,ABARROTES,A01,COMESTIBLES,15.09,185.47,130.64,3.00,36.00,20.00
2026-06-06 00:00:00,P010,Delivery,D1,ABARROTES,A02,BEBIDAS,3.64,790.68,846.16,1.00,57.00,55.00
2026-06-06 00:00:00,P010,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,33.47,124.44,127.42,1.00,10.00,6.00
2026-06-06 00:00:00,P010,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,78.55,485.53,262.33,8.00,44.00,18.00
2026-06-06 00:00:00,P010,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,22.17,233.77,230.81,1.30,18.51,19.94
2026-06-06 00:00:00,P010,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,53.75,45.19,180.63,9.69,8.33,36.90
2026-06-06 00:00:00,P010,Delivery,D2,FRESCOS,A07,CARNES,97.76,175.78,101.36,5.87,7.29,5.13
2026-06-06 00:00:00,P010,Delivery,D2,FRESCOS,A08,PESCADOS Y MARISCOS,0.00,189.79,0.00,0.00,6.00,0.00
2026-06-06 00:00:00,P010,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,90.67,60.84,0.00,6.00,5.00
2026-06-06 00:00:00,P010,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,17.95,96.70,20.76,3.20,16.30,3.67
2026-06-06 00:00:00,P010,Delivery,D3,NON FOOD,A13,BAZAR,0.00,16.78,0.00,0.00,3.00,0.00
2026-06-06 00:00:00,P048,Delivery,D1,ABARROTES,A01,COMESTIBLES,90.25,169.80,65.07,13.00,28.00,9.00
2026-06-06 00:00:00,P048,Delivery,D1,ABARROTES,A02,BEBIDAS,21.70,225.99,17.88,5.00,18.00,3.00
2026-06-06 00:00:00,P048,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,0.00,0.00,14.40,0.00,0.00,2.00
2026-06-06 00:00:00,P048,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,141.77,168.73,123.29,10.00,16.00,8.00
2026-06-06 00:00:00,P048,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,64.54,84.68,7.55,3.30,5.30,1.00
2026-06-06 00:00:00,P048,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,20.91,31.52,9.69,3.66,5.60,8.00
2026-06-06 00:00:00,P048,Delivery,D2,FRESCOS,A07,CARNES,164.88,0.00,104.87,11.71,0.00,8.87
2026-06-06 00:00:00,P048,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,0.00,33.94,0.00,0.00,3.00
2026-06-06 00:00:00,P048,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,0.00,11.95,0.00,0.00,2.00,0.00
2026-06-06 00:00:00,P061,Delivery,D1,ABARROTES,A01,COMESTIBLES,17.98,321.33,105.27,5.00,34.00,13.00
2026-06-06 00:00:00,P061,Delivery,D1,ABARROTES,A02,BEBIDAS,0.00,752.95,405.09,0.00,40.00,18.00
2026-06-06 00:00:00,P061,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,37.88,204.49,49.07,3.00,11.00,2.00
2026-06-06 00:00:00,P061,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,53.06,373.29,161.52,4.00,31.00,14.00
2026-06-06 00:00:00,P061,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,10.59,131.99,69.26,1.00,11.19,4.30
2026-06-06 00:00:00,P061,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,16.86,72.87,155.69,3.93,15.81,29.67
2026-06-06 00:00:00,P061,Delivery,D2,FRESCOS,A07,CARNES,31.52,132.97,68.45,2.00,9.64,4.61
2026-06-06 00:00:00,P061,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,22.79,0.00,0.00,1.00,0.00
2026-06-06 00:00:00,P061,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,0.00,29.55,15.26,0.00,5.30,5.00
2026-06-06 00:00:00,P061,Delivery,D3,NON FOOD,A13,BAZAR,0.00,38.90,0.00,0.00,5.00,0.00
2026-06-06 00:00:00,P064,Delivery,D1,ABARROTES,A01,COMESTIBLES,11.32,0.00,0.00,3.00,0.00,0.00
2026-06-06 00:00:00,P064,Delivery,D1,ABARROTES,A02,BEBIDAS,11.27,0.00,0.00,3.00,0.00,0.00
2026-06-06 00:00:00,P064,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,29.75,0.00,0.00,1.00,0.00,0.00
2026-06-06 00:00:00,P064,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,33.39,0.00,0.00,3.00,0.00,0.00
2026-06-06 00:00:00,P064,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,19.00,0.00,0.00,2.49,0.00,0.00
2026-06-06 00:00:00,P064,Delivery,D2,FRESCOS,A07,CARNES,19.85,0.00,0.00,1.37,0.00,0.00
2026-06-06 00:00:00,P064,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,5.08,0.00,0.00,1.00,0.00,0.00
2026-06-06 00:00:00,P068,Delivery,D1,ABARROTES,A01,COMESTIBLES,0.00,193.07,68.13,0.00,27.00,6.00
2026-06-06 00:00:00,P068,Delivery,D1,ABARROTES,A02,BEBIDAS,0.00,307.61,72.50,0.00,21.00,33.00
2026-06-06 00:00:00,P068,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,0.00,103.47,68.83,0.00,6.00,5.00
2026-06-06 00:00:00,P068,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,0.00,198.25,120.54,0.00,17.00,10.00
2026-06-06 00:00:00,P068,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,0.00,43.26,46.52,0.00,2.30,4.00
2026-06-06 00:00:00,P068,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,0.00,65.56,79.09,0.00,15.25,20.52
2026-06-06 00:00:00,P068,Delivery,D2,FRESCOS,A07,CARNES,0.00,75.76,232.10,0.00,4.79,12.34
2026-06-06 00:00:00,P068,Delivery,D2,FRESCOS,A08,PESCADOS Y MARISCOS,0.00,0.00,36.42,0.00,0.00,2.00
2026-06-06 00:00:00,P068,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,99.33,59.96,0.00,5.00,4.00
2026-06-06 00:00:00,P068,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,0.00,11.22,0.00,0.00,1.90,0.00
2026-06-06 00:00:00,P068,Delivery,D3,NON FOOD,A13,BAZAR,0.00,13.98,12.92,0.00,1.00,1.00
2026-06-06 00:00:00,P106,Delivery,D1,ABARROTES,A01,COMESTIBLES,33.41,239.70,58.99,3.00,42.00,11.00
2026-06-06 00:00:00,P106,Delivery,D1,ABARROTES,A02,BEBIDAS,18.04,269.13,167.88,3.00,17.00,12.00
2026-06-06 00:00:00,P106,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,21.19,72.44,0.00,3.00,6.00,0.00
2026-06-06 00:00:00,P106,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,154.19,415.80,15.17,13.00,37.00,2.00
2026-06-06 00:00:00,P106,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,17.47,55.52,83.31,1.00,5.30,6.34
2026-06-06 00:00:00,P106,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,32.81,111.66,77.78,5.92,23.07,12.60
2026-06-06 00:00:00,P106,Delivery,D2,FRESCOS,A07,CARNES,175.71,128.92,76.75,2.91,10.93,4.36
2026-06-06 00:00:00,P106,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,11.51,26.01,0.00,2.00,1.00
2026-06-06 00:00:00,P106,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,0.00,15.22,8.22,0.00,2.32,2.00
2026-06-06 00:00:00,P108,Delivery,D1,ABARROTES,A01,COMESTIBLES,0.00,52.62,0.00,0.00,7.00,0.00
2026-06-06 00:00:00,P108,Delivery,D1,ABARROTES,A02,BEBIDAS,0.00,163.90,48.82,0.00,10.00,5.00
2026-06-06 00:00:00,P108,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,0.00,0.00,16.61,0.00,0.00,1.00
2026-06-06 00:00:00,P108,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,0.00,59.75,18.82,0.00,5.00,4.00
2026-06-06 00:00:00,P108,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,0.00,0.00,12.13,0.00,0.00,1.59
2026-06-06 00:00:00,P108,Delivery,D2,FRESCOS,A07,CARNES,0.00,27.59,0.00,0.00,0.69,0.00
2026-06-06 00:00:00,P108,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,26.02,8.13,0.00,1.00,1.00
2026-06-06 00:00:00,P108,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,0.00,0.00,1.62,0.00,0.00,0.22
2026-06-06 00:00:00,P109,Delivery,D1,ABARROTES,A01,COMESTIBLES,24.49,229.17,90.32,2.00,33.00,18.00
2026-06-06 00:00:00,P109,Delivery,D1,ABARROTES,A02,BEBIDAS,51.10,912.43,188.40,5.00,44.00,11.00
2026-06-06 00:00:00,P109,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,0.00,225.86,170.13,0.00,14.00,10.00
2026-06-06 00:00:00,P109,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,112.20,442.92,221.40,11.00,37.00,18.00
2026-06-06 00:00:00,P109,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,21.18,145.87,67.39,2.00,11.23,4.00
2026-06-06 00:00:00,P109,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,33.54,175.60,71.40,2.60,33.50,10.75
2026-06-06 00:00:00,P109,Delivery,D2,FRESCOS,A07,CARNES,0.00,15.49,25.24,0.00,1.04,2.00
2026-06-06 00:00:00,P109,Delivery,D2,FRESCOS,A08,PESCADOS Y MARISCOS,0.00,31.55,0.00,0.00,1.00,0.00
2026-06-06 00:00:00,P109,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,52.12,22.80,0.00,7.00,1.00
2026-06-06 00:00:00,P109,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,8.70,59.34,43.74,1.60,9.51,5.75
2026-06-06 00:00:00,P109,Delivery,D3,NON FOOD,A13,BAZAR,0.00,52.52,51.61,0.00,3.00,3.00
2026-06-06 00:00:00,P227,Delivery,D1,ABARROTES,A01,COMESTIBLES,15.26,40.52,111.96,4.00,6.00,17.00
2026-06-06 00:00:00,P227,Delivery,D1,ABARROTES,A02,BEBIDAS,0.00,175.18,135.15,0.00,15.00,13.00
2026-06-06 00:00:00,P227,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,0.00,49.66,93.57,0.00,3.00,4.00
2026-06-06 00:00:00,P227,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,27.87,128.28,153.48,3.00,11.00,13.00
2026-06-06 00:00:00,P227,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,11.18,23.81,68.22,1.00,3.00,6.00
2026-06-06 00:00:00,P227,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,31.12,27.30,99.35,6.36,2.10,23.51
2026-06-06 00:00:00,P227,Delivery,D2,FRESCOS,A07,CARNES,14.25,77.29,45.52,0.64,7.00,2.97
2026-06-06 00:00:00,P227,Delivery,D2,FRESCOS,A08,PESCADOS Y MARISCOS,0.00,0.00,35.98,0.00,0.00,2.00
2026-06-06 00:00:00,P227,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,66.62,13.99,0.00,3.00,2.00
2026-06-06 00:00:00,P227,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,0.00,4.58,2.72,0.00,1.00,0.37
2026-06-06 00:00:00,P227,Delivery,D3,NON FOOD,A13,BAZAR,0.00,0.00,6.78,0.00,0.00,1.00
2026-06-06 00:00:00,P465,Delivery,D1,ABARROTES,A01,COMESTIBLES,50.01,48.48,7.63,7.00,8.00,1.00
2026-06-06 00:00:00,P465,Delivery,D1,ABARROTES,A02,BEBIDAS,24.49,203.22,62.63,1.00,22.00,5.00
2026-06-06 00:00:00,P465,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,0.00,96.28,49.63,0.00,5.00,3.00
2026-06-06 00:00:00,P465,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,78.97,19.41,43.11,5.00,1.00,3.00
2026-06-06 00:00:00,P465,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,22.38,59.08,0.00,2.00,8.00,0.00
2026-06-06 00:00:00,P465,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,0.00,44.08,14.38,0.00,11.62,3.50
2026-06-06 00:00:00,P465,Delivery,D2,FRESCOS,A07,CARNES,0.00,114.41,36.08,0.00,10.00,3.45
2026-06-06 00:00:00,P465,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,9.24,79.83,0.00,2.00,5.00
2026-06-06 00:00:00,P465,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,0.00,7.73,11.77,0.00,1.52,1.60
2026-06-06 00:00:00,P465,Delivery,D3,NON FOOD,A13,BAZAR,0.00,15.15,0.00,0.00,1.00,0.00
2026-06-07 00:00:00,1199,Delivery,D1,ABARROTES,A01,COMESTIBLES,0.00,58.16,56.19,0.00,6.00,6.00
2026-06-07 00:00:00,1199,Delivery,D1,ABARROTES,A02,BEBIDAS,20.34,56.53,195.93,2.00,5.00,12.00
2026-06-07 00:00:00,1199,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,26.87,79.65,0.00,2.00,2.00,0.00
2026-06-07 00:00:00,1199,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,31.10,174.14,43.89,3.00,11.00,5.00
2026-06-07 00:00:00,1199,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,11.35,33.87,0.00,0.40,2.00,0.00
2026-06-07 00:00:00,1199,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,10.40,29.48,0.00,2.00,4.80,0.00
2026-06-07 00:00:00,1199,Delivery,D2,FRESCOS,A07,CARNES,73.92,15.55,0.00,3.21,0.67,0.00
2026-06-07 00:00:00,1199,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,22.80,0.00,0.00,1.00,0.00
2026-06-07 00:00:00,1199,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,2.92,17.48,0.00,0.38,2.75,0.00
2026-06-07 00:00:00,P010,Delivery,D1,ABARROTES,A01,COMESTIBLES,10.51,185.92,185.47,2.00,31.00,36.00
2026-06-07 00:00:00,P010,Delivery,D1,ABARROTES,A02,BEBIDAS,35.17,641.46,790.68,7.00,35.00,57.00
2026-06-07 00:00:00,P010,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,47.19,170.77,124.44,4.00,7.00,10.00
2026-06-07 00:00:00,P010,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,215.26,478.18,485.53,12.00,40.00,44.00
2026-06-07 00:00:00,P010,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,10.63,133.41,233.77,0.30,10.75,18.51
2026-06-07 00:00:00,P010,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,34.43,178.09,45.19,8.31,46.19,8.33
2026-06-07 00:00:00,P010,Delivery,D2,FRESCOS,A07,CARNES,53.66,91.13,175.78,3.67,4.88,7.29
2026-06-07 00:00:00,P010,Delivery,D2,FRESCOS,A08,PESCADOS Y MARISCOS,0.00,0.00,189.79,0.00,0.00,6.00
2026-06-07 00:00:00,P010,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,17.70,57.30,90.67,3.00,4.00,6.00
2026-06-07 00:00:00,P010,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,10.59,57.65,96.70,1.00,11.44,16.30
2026-06-07 00:00:00,P010,Delivery,D3,NON FOOD,A13,BAZAR,0.00,6.10,16.78,0.00,1.00,3.00
2026-06-07 00:00:00,P048,Delivery,D1,ABARROTES,A01,COMESTIBLES,47.88,214.31,169.80,8.00,32.00,28.00
2026-06-07 00:00:00,P048,Delivery,D1,ABARROTES,A02,BEBIDAS,6.19,38.91,225.99,1.00,6.00,18.00
2026-06-07 00:00:00,P048,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,125.08,149.92,0.00,4.00,7.00,0.00
2026-06-07 00:00:00,P048,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,104.15,352.73,168.73,10.00,27.00,16.00
2026-06-07 00:00:00,P048,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,10.50,40.11,84.68,0.30,5.00,5.30
2026-06-07 00:00:00,P048,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,51.76,78.59,31.52,8.60,9.20,5.60
2026-06-07 00:00:00,P048,Delivery,D2,FRESCOS,A07,CARNES,29.95,85.11,0.00,2.04,8.16,0.00
2026-06-07 00:00:00,P048,Delivery,D2,FRESCOS,A08,PESCADOS Y MARISCOS,0.00,18.14,0.00,0.00,1.00,0.00
2026-06-07 00:00:00,P048,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,12.71,0.00,0.00,1.00,0.00,0.00
2026-06-07 00:00:00,P048,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,10.43,25.36,11.95,4.00,4.52,2.00
2026-06-07 00:00:00,P061,Delivery,D1,ABARROTES,A01,COMESTIBLES,11.10,321.86,321.33,3.00,45.00,34.00
2026-06-07 00:00:00,P061,Delivery,D1,ABARROTES,A02,BEBIDAS,3.64,210.77,752.95,1.00,20.00,40.00
2026-06-07 00:00:00,P061,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,33.81,193.33,204.49,1.00,17.00,11.00
2026-06-07 00:00:00,P061,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,54.66,910.36,373.29,3.00,67.00,31.00
2026-06-07 00:00:00,P061,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,0.00,116.53,131.99,0.00,7.52,11.19
2026-06-07 00:00:00,P061,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,0.00,288.84,72.87,0.00,57.12,15.81
2026-06-07 00:00:00,P061,Delivery,D2,FRESCOS,A07,CARNES,0.00,281.22,132.97,0.00,18.07,9.64
2026-06-07 00:00:00,P061,Delivery,D2,FRESCOS,A08,PESCADOS Y MARISCOS,0.00,18.90,0.00,0.00,1.00,0.00
2026-06-07 00:00:00,P061,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,107.96,22.79,0.00,7.00,1.00
2026-06-07 00:00:00,P061,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,0.00,68.91,29.55,0.00,8.82,5.30
2026-06-07 00:00:00,P061,Delivery,D3,NON FOOD,A13,BAZAR,0.00,64.07,38.90,0.00,5.00,5.00
2026-06-07 00:00:00,P064,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,7.50,0.00,0.00,2.50,0.00,0.00
2026-06-07 00:00:00,P064,Delivery,D2,FRESCOS,A07,CARNES,21.48,0.00,0.00,0.65,0.00,0.00
2026-06-07 00:00:00,P068,Delivery,D1,ABARROTES,A01,COMESTIBLES,0.00,30.22,193.07,0.00,6.00,27.00
2026-06-07 00:00:00,P068,Delivery,D1,ABARROTES,A02,BEBIDAS,0.00,102.85,307.61,0.00,15.00,21.00
2026-06-07 00:00:00,P068,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,33.81,131.61,103.47,1.00,6.00,6.00
2026-06-07 00:00:00,P068,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,26.10,143.77,198.25,2.00,14.00,17.00
2026-06-07 00:00:00,P068,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,0.00,21.78,43.26,0.00,2.00,2.30
2026-06-07 00:00:00,P068,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,0.00,3.40,65.56,0.00,1.00,15.25
2026-06-07 00:00:00,P068,Delivery,D2,FRESCOS,A07,CARNES,0.00,34.70,75.76,0.00,3.17,4.79
2026-06-07 00:00:00,P068,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,12.71,83.31,99.33,1.00,5.00,5.00
2026-06-07 00:00:00,P068,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,0.00,10.49,11.22,0.00,1.42,1.90
2026-06-07 00:00:00,P068,Delivery,D3,NON FOOD,A13,BAZAR,0.00,0.00,13.98,0.00,0.00,1.00
2026-06-07 00:00:00,P106,Delivery,D1,ABARROTES,A01,COMESTIBLES,62.47,235.22,239.70,13.00,31.00,42.00
2026-06-07 00:00:00,P106,Delivery,D1,ABARROTES,A02,BEBIDAS,11.27,134.05,269.13,1.00,7.00,17.00
2026-06-07 00:00:00,P106,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,84.57,195.02,72.44,5.00,13.00,6.00
2026-06-07 00:00:00,P106,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,390.32,525.08,415.80,27.00,45.00,37.00
2026-06-07 00:00:00,P106,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,72.54,153.88,55.52,7.00,15.00,5.30
2026-06-07 00:00:00,P106,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,96.68,173.97,111.66,13.00,40.95,23.07
2026-06-07 00:00:00,P106,Delivery,D2,FRESCOS,A07,CARNES,31.51,167.19,128.92,2.00,12.67,10.93
2026-06-07 00:00:00,P106,Delivery,D2,FRESCOS,A08,PESCADOS Y MARISCOS,0.00,35.67,0.00,0.00,1.00,0.00
2026-06-07 00:00:00,P106,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,6.70,144.47,11.51,1.00,18.00,2.00
2026-06-07 00:00:00,P106,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,35.60,73.83,15.22,4.81,12.92,2.32
2026-06-07 00:00:00,P106,Delivery,D3,NON FOOD,A13,BAZAR,0.00,57.96,0.00,0.00,7.00,0.00
2026-06-07 00:00:00,P108,Delivery,D1,ABARROTES,A01,COMESTIBLES,12.21,76.53,52.62,1.00,6.00,7.00
2026-06-07 00:00:00,P108,Delivery,D1,ABARROTES,A02,BEBIDAS,5.42,6.13,163.90,2.00,1.00,10.00
2026-06-07 00:00:00,P108,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,0.00,22.03,0.00,0.00,3.00,0.00
